experiment,order,id,trial,type,response,time_elapsed,target,distractor,occurrence,switch,negation
1a,unknown first,15a9b0eb69cc551b52819754fdc32ad0,12,known,ring,218788,F,J,1,standard,FALSE
1a,unknown first,15a9b0eb69cc551b52819754fdc32ad0,13,known,shoe,224448,C,E,1,standard,FALSE
1a,unknown first,15a9b0eb69cc551b52819754fdc32ad0,14,known,crab,228152,N,D,1,standard,FALSE
1a,unknown first,15a9b0eb69cc551b52819754fdc32ad0,15,known,die,236627,H,K,1,standard,FALSE
1a,unknown first,15a9b0eb69cc551b52819754fdc32ad0,16,known,die,240221,H,I,2,standard,FALSE
1a,unknown first,15a9b0eb69cc551b52819754fdc32ad0,17,known,die,243778,H,M,3,standard,FALSE
1a,unknown first,15a9b0eb69cc551b52819754fdc32ad0,18,known,cat,247048,B,H,1,switch,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,3,known,dice,84241,H,5,1,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,4,unknown,weird art sculpture,96585,4,I,1,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,5,unknown,two round balls with ridge,114505,1,A,1,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,6,known,mug,121317,M,15,1,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,7,known,cat,125086,B,8,1,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,8,known,cat,129177,B,9,2,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,9,known,cat,133249,B,2,3,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,10,unknown,wood sculpture,142701,7,B,1,switch,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,11,unknown,plastic gizmo,152215,6,E,1,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,12,known,crab,158553,N,11,1,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,13,unknown,toy,166569,16,L,1,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,14,known,tree,170093,J,12,1,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,15,unknown,hat,176533,3,F,1,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,16,unknown,hat,181940,3,G,2,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,17,unknown,hat,186556,3,K,3,standard,FALSE
1b,known first,15e030dac219ecc510442ad56e092a1a,18,known,shoe,191988,C,3,1,switch,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,3,known,butterfly,116986,K,I,1,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,4,known,crab,122329,N,G,1,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,5,known,chair,128851,E,M,1,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,6,known,ring,135413,F,B,1,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,7,known,flower,141164,L,A,1,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,8,known,flower,147240,L,C,2,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,9,known,flower,155139,L,J,3,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,10,known,die,160851,H,L,1,switch,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,11,unknown,flower,171640,4,7,1,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,12,unknown,black and white,184439,8,11,1,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,13,unknown,handle,192377,10,16,1,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,14,unknown,handle,201400,9,3,1,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,15,unknown,jenga,217166,15,1,1,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,16,unknown,jenga,222823,15,6,2,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,17,unknown,jenga,230277,15,12,3,standard,FALSE
1a,known first,16dcad656336850c728c51bb5b711618,18,unknown,weight,242309,5,15,1,switch,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,3,known,ring,168067,F,M,1,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,4,known,crab,177147,N,L,1,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,5,known,shoe,184587,C,I,1,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,6,known,fork,189508,G,J,1,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,7,known,chair,195211,E,A,1,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,8,known,chair,202187,E,B,2,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,9,known,chair,207523,E,K,3,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,10,known,pen,214699,D,E,1,switch,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,11,unknown,baby nipple toy,236379,9,5,1,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,12,unknown,helmet like plug,255323,6,7,1,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,13,unknown,bubble vase,269254,2,8,1,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,14,unknown,blocks,282532,15,16,1,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,15,unknown,squeeze ball with stem,305371,10,1,1,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,16,unknown,squeeze ball with stem,314243,10,3,2,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,17,unknown,squeeze ball with stem,326123,10,4,3,standard,FALSE
1a,known first,17881649550e6d7375751d459b70f9b0,18,unknown,UFO,335731,12,10,1,switch,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,3,known,pen,117293,D,E,1,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,4,known,ring,123790,F,J,1,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,5,known,cup,129269,M,N,1,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,6,known,flower,135741,L,A,1,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,7,known,cat,141494,B,C,1,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,8,known,cat,147614,B,K,2,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,9,known,cat,152797,B,I,3,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,10,known,spon,167510,G,B,1,switch,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,11,unknown,crown,174494,3,1,1,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,12,unknown,flower,184195,4,2,1,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,13,unknown,cap,512800,16,12,1,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,14,unknown,trip,520703,5,10,1,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,15,unknown,play,529575,15,6,1,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,16,unknown,play,537159,15,8,2,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,17,unknown,Metal,557472,15,7,3,standard,FALSE
1a,known first,1a0ba56a28fcf87fa1ee3574a4fb8346,18,unknown,impatiens,578585,11,15,1,switch,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,3,unknown,balls,139523,1,D,1,standard,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,4,known,crab,146217,N,7,1,standard,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,5,unknown,NOT dice,154743,6,H,1,standard,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,6,known,cup,160399,M,12,1,standard,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,7,unknown,not car,169628,5,I,1,standard,TRUE
1b,unknown first,1b29f682e8803eb21822035152ebb127,8,unknown,not tree,179739,5,J,2,standard,TRUE
1b,unknown first,1b29f682e8803eb21822035152ebb127,9,unknown,not flower,189376,5,L,3,standard,TRUE
1b,unknown first,1b29f682e8803eb21822035152ebb127,10,known,fork,196778,G,5,1,switch,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,11,known,cat,202475,B,9,1,standard,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,12,unknown,NOT shoe,210611,3,C,1,standard,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,13,unknown,puzzle,217258,15,A,1,standard,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,14,known,chair,222522,E,4,1,standard,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,15,known,butterfly,228148,K,8,1,standard,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,16,known,butterfly,234335,K,16,2,standard,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,17,known,butterfly,244331,K,10,3,standard,FALSE
1b,unknown first,1b29f682e8803eb21822035152ebb127,18,unknown,made of glass,252048,2,K,1,switch,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,3,known,butterfly,111221,K,8,1,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,4,unknown,plastic thing,123408,6,B,1,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,5,unknown,baster,142573,10,N,1,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,6,known,apple,149027,A,4,1,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,7,known,car,153042,I,3,1,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,8,known,car,158097,I,1,2,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,9,known,car,161969,I,5,3,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,10,unknown,plastic thing,173333,7,I,1,switch,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,11,unknown,cubes,183480,15,M,1,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,12,known,tree,186982,J,9,1,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,13,unknown,torpedo,195765,16,H,1,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,14,known,fork,199809,G,11,1,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,15,unknown,glass,205097,2,F,1,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,16,unknown,glass,209385,2,L,2,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,17,unknown,glass,213913,2,E,3,standard,FALSE
1b,known first,1d2751c1383a5943b0c370a7ce8d43c8,18,known,pen,218137,D,2,1,switch,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,3,unknown,rare view mirror,365382,12,4,1,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,4,unknown,reptile,410081,10,1,1,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,5,unknown,metal,454161,15,16,1,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,6,unknown,impatiens,515325,11,7,1,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,7,unknown,bronze sculpture,543752,3,8,1,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,8,unknown,bronze sculpture,559265,3,5,2,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,9,unknown,bronze sculpture,594361,3,6,3,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,10,unknown,dumbbell,623602,9,3,1,switch,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,11,known,fork,646018,G,E,1,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,12,known,apple,654795,A,I,1,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,13,known,white pine,685628,J,C,1,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,14,known,camomile,720188,L,F,1,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,15,known,pen,732013,D,B,1,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,16,known,pen,741184,D,N,2,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,17,known,pen,761998,D,K,3,standard,FALSE
1a,unknown first,205fafcc8d2494782d98330f1da40e01,18,known,mug,781635,M,D,1,switch,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,3,unknown,hexagon looking gasket,186997,11,6,1,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,4,unknown,round shiny thing,206213,8,12,1,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,5,unknown,doorknob,215123,2,9,1,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,6,unknown,Indiean feather hat,235206,3,7,1,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,7,unknown,four stems in vase,248171,4,15,1,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,8,unknown,four stems in vase,256144,4,10,2,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,9,unknown,four stems in vase,262797,4,1,3,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,10,unknown,blimp,278176,16,4,1,switch,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,11,known,dice,282543,H,G,1,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,12,known,apple,285544,A,C,1,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,13,known,pen,289050,D,B,1,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,14,known,ring,293094,F,L,1,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,15,known,crab,300181,N,I,1,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,16,known,crab,302943,N,M,2,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,17,known,crab,306437,N,K,3,standard,FALSE
1a,unknown first,23939ad371acfd07dbc15931fd0a5405,18,known,tree,311630,J,N,1,switch,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,3,known,chair,87778,E,4,1,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,4,unknown,white rock,106677,3,M,1,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,5,unknown,spikey ball,118032,1,F,1,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,6,known,pen,121698,D,9,1,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,7,known,car,127634,I,2,1,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,8,known,car,134101,I,16,2,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,9,known,car,138480,I,11,3,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,10,unknown,bulb,146632,10,I,1,switch,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,11,unknown,long fabric piece,165805,7,H,1,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,12,known,shoe,169867,C,15,1,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,13,unknown,metal piece,191709,6,K,1,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,14,known,fork,196975,G,8,1,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,15,unknown,flying saucer shaped,210891,12,J,1,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,16,unknown,flying saucer shape,218905,12,B,2,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,17,unknown,flying saucer shape,224672,12,L,3,standard,FALSE
1b,known first,244f53895c3cd1f7cd7c2d21d832109f,18,known,apple,228574,A,12,1,switch,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,3,known,scorpion,653188,N,2,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,3,known,apple,62266,A,5,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,4,unknown,rope catcher,670311,6,C,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,4,unknown,ball syringe,68387,10,C,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,5,unknown,funnel,683192,12,B,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,5,unknown,rudder,78572,16,E,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,6,known,chair,688489,E,8,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,6,known,tree,82741,J,3,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,7,known,car,693121,I,7,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,7,known,butterfly,87957,K,7,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,8,known,car,696690,I,5,2,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,8,known,butterfly,93830,K,2,2,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,9,known,car,699658,I,16,3,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,9,known,butterfly,100607,K,1,3,switch,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,10,unknown,weird cuplike object shape,728158,9,I,1,switch,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,10,unknown,spiky ball,112584,11,K,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,11,unknown,bulb syringe,759810,10,G,2,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,11,unknown,weird object with pacifier,164007,9,D,2,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,12,known,apple,765570,A,3,2,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,12,known,fork,169984,G,4,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,13,unknown,puzzle block,776972,15,H,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,13,unknown,rope holder,175976,6,L,2,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,14,known,pen,781596,D,1,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,14,known,cat,179312,B,15,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,15,unknown,donut shape with 4 extruding pieces,800399,4,F,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,15,unknown,a broken toy,215101,8,M,1,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,16,unknown,donut shape with 4 extruding pieces,811296,4,J,2,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,16,unknown,a broken toy,223558,8,F,2,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,17,unknown,donut shape with 4 extruding pieces,820601,4,L,3,standard,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,17,unknown,a broken toy,232663,8,H,3,switch,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,18,known,mug,828314,M,4,1,switch,FALSE
1b,known first,26995864e68ab82f604ded04fb94cf63,18,known,car,236343,I,8,4,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,3,unknown,airplane,144402,2,5,1,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,4,unknown,crown shaped art,155200,3,11,1,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,5,unknown,oblong shaped art,175115,9,6,1,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,6,unknown,cymbal looking art,189407,12,15,1,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,7,unknown,look like flip flops,207575,7,1,1,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,8,unknown,flip flop looking art,220189,7,8,2,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,9,unknown,flip flop looking art,231573,7,4,3,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,10,unknown,flat piece art,245355,10,7,1,switch,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,11,known,ring,253167,F,C,1,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,12,known,pen,258890,D,M,1,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,13,known,cat,262684,B,I,1,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,14,known,apple,266223,A,H,1,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,15,known,tree,270439,J,N,1,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,16,known,tree,276184,J,G,2,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,17,known,christmas tree,282489,J,E,3,standard,FALSE
1a,unknown first,26ce53ca9c7c9410487b88e3c08c58fc,18,known,butterfly,287742,K,J,1,switch,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,3,known,fork,96262,G,K,1,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,4,known,cup,102470,M,A,1,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,5,known,shoe,105774,C,I,1,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,6,known,dice,110590,H,J,1,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,7,known,flower,114126,L,D,1,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,8,known,flower,118790,L,F,2,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,9,known,flower,123718,L,B,3,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,10,known,crab,128992,N,L,1,switch,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,11,unknown,dont pick the zig zag thing,144800,6,15,1,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,12,unknown,squishy toy,151976,1,7,1,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,13,unknown,is that a chefs hat The white thing,167144,3,12,1,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,14,unknown,flower donut,177520,4,8,1,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,15,unknown,criss cross thing,185808,11,10,1,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,16,unknown,criss cross thing,193027,11,16,2,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,17,unknown,criss cross thing,197731,11,5,3,standard,FALSE
1a,known first,2842bd776bacab8980010750dc143f39,18,unknown,rattle with a stick in it,211970,9,11,1,switch,FALSE
1b,unknown first,29fef817bdee7d6bd8a95deb4f53a227,3,unknown,double ball,145829,1,L,1,standard,FALSE
1b,unknown first,29fef817bdee7d6bd8a95deb4f53a227,4,known,crab,150510,N,2,1,standard,FALSE
1b,unknown first,29fef817bdee7d6bd8a95deb4f53a227,5,unknown,winged board,159221,7,E,1,standard,FALSE
1b,unknown first,29fef817bdee7d6bd8a95deb4f53a227,6,known,fork,163741,G,3,1,standard,FALSE
