mixed_repeated,order,id,trial,target_type,distractor_type,response,time_elapsed,target,distractor,file,occurrence,switch,negation
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,18,unknown,unknown,stand,697518,24,8,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3XT3KXP24ZNFNI4TIQYVRQLH9QC6I3-3Q5C1WP23NQBQS6BV28MV5LMJJZ15Q.json,1,switch,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,3,known,unknown,tree,586751,J,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,4,unknown,known,fether,622609,3,D,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,5,unknown,known,virus,633306,19,I,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,6,known,unknown,cup,646376,M,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,7,known,unknown,cat,654314,B,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,8,known,unknown,cat,661348,B,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,2,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,9,known,unknown,cat,670427,B,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,3,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,10,unknown,known,papper,681558,8,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,switch,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,11,unknown,unknown,bat,689600,24,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,12,unknown,unknown,musical instrument,709374,12,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,13,unknown,unknown,balloon,730550,16,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,14,unknown,unknown,playing toy,744806,20,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,15,unknown,unknown,corona virus,755594,1,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,16,unknown,unknown,corona virus,765352,1,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,2,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,17,unknown,unknown,corona virus,777732,1,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,3,standard,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,18,unknown,unknown,toy,789133,11,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-37ZHEEHM6XBMNZY96Z12HIEF898733.json,1,switch,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,3,known,unknown,tree,215239,J,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,standard,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,4,unknown,known,not the jewelry,230066,27,F,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,standard,TRUE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,5,unknown,known,not the crab,237847,6,N,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,standard,TRUE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,6,known,unknown,cup,245100,M,19,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,standard,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,7,known,unknown,cat,252532,B,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,standard,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,8,known,unknown,cat,258969,B,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,2,standard,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,9,known,unknown,cat,264731,B,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,3,standard,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,10,unknown,known,not the cat,271967,26,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,switch,TRUE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,11,unknown,unknown,not the circle,279788,5,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,standard,TRUE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,12,unknown,unknown,the multiple ridged circles,293700,23,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,standard,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,13,unknown,unknown,it has arms,304813,7,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,standard,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,14,unknown,unknown,looks like a back scratcher,315175,24,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,standard,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,15,unknown,unknown,wires and balls,324690,21,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,standard,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,16,unknown,unknown,wires and balls,333052,21,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,2,standard,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,17,unknown,unknown,wires and balls,340853,21,8,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,3,standard,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,18,unknown,unknown,looks like a top,349147,12,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3QHK8ZVMIN7Q5FROPMHII6USRLQLBH.json,1,switch,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,3,known,unknown,shoe,111369,C,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,4,unknown,known,toy,120178,4,A,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,5,unknown,known,art,130146,8,J,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,6,known,unknown,butterfly,136422,K,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,7,known,unknown,car,142128,I,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,8,known,unknown,car,149335,I,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,2,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,9,known,unknown,car,154990,I,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,3,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,10,unknown,known,plunger,163336,20,I,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,switch,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,11,unknown,unknown,spikey,173288,19,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,12,unknown,unknown,fish face,180992,26,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,13,unknown,unknown,blocks,188008,15,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,14,unknown,unknown,soap,197719,3,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,15,unknown,unknown,wood,204087,9,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,16,unknown,unknown,wood again,212055,9,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,2,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,17,unknown,unknown,wood again,219237,9,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,3,standard,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,18,unknown,unknown,disc,227256,2,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3VW04L3ZLUVSICBE81COIXG7HXNXXN.json,1,switch,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,3,known,unknown,car,349620,I,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,4,unknown,known,mechanical object,366084,6,J,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,5,unknown,known,submarine,387461,16,D,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,6,known,unknown,shoe,396733,C,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,7,known,unknown,cup,406044,M,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,8,known,unknown,cup,416304,M,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,2,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,9,known,unknown,cup,429988,M,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,3,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,10,unknown,known,air blower,441385,10,M,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,switch,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,11,unknown,unknown,spiky balls,453835,1,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,12,unknown,unknown,stick with cup,470276,25,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,13,unknown,unknown,clear vase,485065,2,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,14,unknown,unknown,weird object,502316,8,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,15,unknown,unknown,standing thing,514255,27,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,16,unknown,unknown,standing thing,523795,27,19,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,2,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,17,unknown,unknown,two leged thing,542487,27,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,3,standard,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,18,unknown,unknown,basket,551186,18,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3511RHPADV3AZ2AJVHY6U145MHJRLZ-34T446B1C13WIOU8ETRUV68M68KC0B.json,1,switch,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,3,known,unknown,dice,339711,H,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,4,unknown,known,bead,360118,26,F,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,5,unknown,known,blimp,384763,16,J,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,6,known,unknown,shoes,398540,C,19,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,7,known,unknown,mug,408466,M,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,8,known,unknown,mug,417435,M,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,2,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,9,known,unknown,cup,426850,M,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,3,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,10,unknown,known,paddle,449660,24,M,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,switch,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,11,unknown,unknown,jar,473402,2,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,12,unknown,unknown,cutter,496095,25,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,13,unknown,unknown,circular saw,525310,1,8,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,14,unknown,unknown,pompom,547707,4,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,15,unknown,unknown,dumbbell,587281,9,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,16,unknown,unknown,dumbbell,603479,9,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,2,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,17,unknown,unknown,dumbbell,618684,9,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,3,standard,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,18,unknown,unknown,surfing,661580,7,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3VLL1PIENQDR7EZ7IQ8B8LAYQ37ZOH-3GD6L00D3TM9YZRHN1P8C7W85EP1MG.json,1,switch,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,3,known,unknown,chair,85708,E,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R0T90IZ1T1TTS5TSVGXGYV2DP4GCD.json,1,standard,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,4,unknown,known,not an apple,95742,11,A,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R0T90IZ1T1TTS5TSVGXGYV2DP4GCD.json,1,standard,TRUE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,5,unknown,known,not a shoe,108756,26,C,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R0T90IZ1T1TTS5TSVGXGYV2DP4GCD.json,1,standard,TRUE
